URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
145937,384,4013,State-funded secondary,1012,501,511,49.5%,50.5%,25,2.5%,147,14.5%,79,930,3,7.8%,91.9%,0.3%,289,300,1012,29.6%
145938,384,4014,State-funded secondary,1095,548,547,50.0%,50.0%,26,2.4%,162,14.8%,51,1034,10,4.7%,94.4%,0.9%,414,414,1040,39.8%
145939,384,2030,State-funded primary,454,222,232,48.9%,51.1%,15,3.3%,45,9.9%,241,213,0,53.1%,46.9%,0.0%,164,165,418,39.5%
145940,384,2031,State-funded primary,229,110,119,48.0%,52.0%,14,6.1%,39,17.0%,15,214,0,6.6%,93.4%,0.0%,100,100,208,48.1%
145941,384,2036,State-funded primary,320,153,167,47.8%,52.2%,5,1.6%,34,10.6%,10,310,0,3.1%,96.9%,0.0%,33,35,291,12.0%
145943,373,4016,State-funded secondary,932,436,496,46.8%,53.2%,20,2.1%,182,19.5%,36,896,0,3.9%,96.1%,0.0%,371,378,932,40.6%
145944,311,4014,State-funded secondary,734,307,427,41.8%,58.2%,18,2.5%,51,6.9%,227,503,4,30.9%,68.5%,0.5%,210,203,639,31.8%
145945,869,4002,State-funded secondary,762,362,400,47.5%,52.5%,29,3.8%,137,18.0%,53,709,0,7.0%,93.0%,0.0%,153,163,672,24.3%
145946,302,6016,Independent school,98,98,0,100.0%,0.0%,0,0.0%,18,18.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145949,891,6039,Independent school,17,7,10,41.2%,58.8%,17,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145950,861,6017,Independent school,11,9,2,81.8%,18.2%,11,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145951,886,2098,State-funded primary,386,183,203,47.4%,52.6%,12,3.1%,41,10.6%,204,181,1,52.8%,46.9%,0.3%,161,158,356,44.4%
145952,892,4010,State-funded secondary,1070,531,539,49.6%,50.4%,10,0.9%,213,19.9%,118,950,2,11.0%,88.8%,0.2%,551,579,1070,54.1%
145954,925,4043,State-funded secondary,690,341,349,49.4%,50.6%,26,3.8%,181,26.2%,30,657,3,4.3%,95.2%,0.4%,402,407,690,59.0%
145955,308,2022,State-funded primary,142,67,75,47.2%,52.8%,4,2.8%,36,25.4%,83,59,0,58.5%,41.5%,0.0%,69,71,142,50.0%
145956,929,2006,State-funded primary,447,234,213,52.3%,47.7%,12,2.7%,102,22.8%,10,437,0,2.2%,97.8%,0.0%,162,161,389,41.4%
145957,929,5950,State-funded special school,138,37,101,26.8%,73.2%,138,100.0%,0,0.0%,5,133,0,3.6%,96.4%,0.0%,72,64,126,50.8%
145960,926,6018,Independent school,18,0,18,0.0%,100.0%,18,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145962,919,6009,Independent school,10,10,0,100.0%,0.0%,3,30.0%,6,60.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145965,908,2432,State-funded primary,353,188,165,53.3%,46.7%,6,1.7%,69,19.5%,4,349,0,1.1%,98.9%,0.0%,83,79,323,24.5%
145966,830,5409,State-funded secondary,1280,626,654,48.9%,51.1%,29,2.3%,179,14.0%,35,1233,12,2.7%,96.3%,0.9%,308,312,1103,28.3%
145967,830,2212,State-funded primary,130,63,67,48.5%,51.5%,1,0.8%,20,15.4%,4,125,1,3.1%,96.2%,0.8%,49,49,110,44.5%
145968,308,2077,State-funded primary,445,212,233,47.6%,52.4%,20,4.5%,51,11.5%,280,165,0,62.9%,37.1%,0.0%,195,198,414,47.8%
145969,919,2444,State-funded primary,229,117,112,51.1%,48.9%,7,3.1%,35,15.3%,45,184,0,19.7%,80.3%,0.0%,30,30,224,13.4%
145970,856,3432,State-funded primary,447,238,209,53.2%,46.8%,3,0.7%,37,8.3%,127,319,1,28.4%,71.4%,0.2%,96,93,412,22.6%
145972,855,3330,State-funded primary,113,63,50,55.8%,44.2%,2,1.8%,13,11.5%,9,104,0,8.0%,92.0%,0.0%,15,15,113,13.3%
145973,855,3331,State-funded primary,216,109,107,50.5%,49.5%,20,9.3%,29,13.4%,62,151,3,28.7%,69.9%,1.4%,84,84,216,38.9%
145974,855,3044,State-funded primary,205,103,102,50.2%,49.8%,1,0.5%,31,15.1%,26,179,0,12.7%,87.3%,0.0%,10,11,205,5.4%
145975,926,3125,State-funded primary,187,91,96,48.7%,51.3%,5,2.7%,18,9.6%,7,167,13,3.7%,89.3%,7.0%,28,29,187,15.5%
145976,808,2085,State-funded primary,152,74,78,48.7%,51.3%,0,0.0%,21,13.8%,0,152,0,0.0%,100.0%,0.0%,10,11,135,8.1%
145977,319,2001,State-funded primary,702,310,392,44.2%,55.8%,21,3.0%,41,5.8%,246,456,0,35.0%,65.0%,0.0%,58,58,652,8.9%
145978,888,2006,State-funded primary,297,137,160,46.1%,53.9%,12,4.0%,30,10.1%,95,202,0,32.0%,68.0%,0.0%,118,119,297,40.1%
145979,935,2221,State-funded primary,74,39,35,52.7%,47.3%,2,2.7%,15,20.3%,1,73,0,1.4%,98.6%,0.0%,11,13,74,17.6%
145980,845,6065,Independent school,37,8,29,21.6%,78.4%,37,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145981,895,2258,State-funded primary,206,100,106,48.5%,51.5%,4,1.9%,9,4.4%,5,201,0,2.4%,97.6%,0.0%,11,11,206,5.3%
145982,831,2023,State-funded primary,129,67,62,51.9%,48.1%,1,0.8%,18,14.0%,83,46,0,64.3%,35.7%,0.0%,74,75,115,65.2%
145983,840,2233,State-funded primary,149,64,85,43.0%,57.0%,7,4.7%,28,18.8%,2,147,0,1.3%,98.7%,0.0%,93,88,140,62.9%
145984,308,2072,State-funded primary,467,227,240,48.6%,51.4%,14,3.0%,68,14.6%,367,100,0,78.6%,21.4%,0.0%,182,187,385,48.6%
145985,308,2080,State-funded primary,651,322,329,49.5%,50.5%,12,1.8%,48,7.4%,192,458,1,29.5%,70.4%,0.2%,230,233,595,39.2%
145986,308,2093,State-funded primary,398,186,212,46.7%,53.3%,13,3.3%,46,11.6%,223,175,0,56.0%,44.0%,0.0%,138,140,338,41.4%
145987,881,7044,State-funded special school,134,36,98,26.9%,73.1%,134,100.0%,0,0.0%,14,120,0,10.4%,89.6%,0.0%,59,54,111,48.6%
145988,881,2629,State-funded primary,181,84,97,46.4%,53.6%,1,0.6%,19,10.5%,33,148,0,18.2%,81.8%,0.0%,9,9,181,5.0%
145989,881,2483,State-funded primary,174,89,85,51.1%,48.9%,4,2.3%,25,14.4%,52,122,0,29.9%,70.1%,0.0%,35,35,174,20.1%
145990,881,2655,State-funded primary,449,242,207,53.9%,46.1%,11,2.4%,43,9.6%,113,336,0,25.2%,74.8%,0.0%,49,60,415,14.5%
145991,881,2707,State-funded primary,184,97,87,52.7%,47.3%,8,4.3%,34,18.5%,93,91,0,50.5%,49.5%,0.0%,51,51,151,33.8%
145992,881,3256,State-funded primary,329,161,168,48.9%,51.1%,6,1.8%,24,7.3%,25,304,0,7.6%,92.4%,0.0%,72,80,329,24.3%
145993,881,2323,State-funded primary,43,19,24,44.2%,55.8%,3,7.0%,7,16.3%,4,39,0,9.3%,90.7%,0.0%,15,15,43,34.9%
145994,881,3411,State-funded primary,197,98,99,49.7%,50.3%,3,1.5%,29,14.7%,11,184,2,5.6%,93.4%,1.0%,29,32,197,16.2%
145995,881,3441,State-funded primary,224,106,118,47.3%,52.7%,8,3.6%,37,16.5%,16,205,3,7.1%,91.5%,1.3%,36,36,205,17.6%
145996,881,3461,State-funded primary,401,189,212,47.1%,52.9%,8,2.0%,43,10.7%,25,376,0,6.2%,93.8%,0.0%,36,37,401,9.2%
145997,881,3467,State-funded primary,168,79,89,47.0%,53.0%,5,3.0%,28,16.7%,6,162,0,3.6%,96.4%,0.0%,45,45,168,26.8%
145998,881,2839,State-funded primary,365,203,162,55.6%,44.4%,15,4.1%,40,11.0%,52,313,0,14.2%,85.8%,0.0%,58,58,365,15.9%
145999,881,2873,State-funded primary,318,150,168,47.2%,52.8%,3,0.9%,40,12.6%,7,310,1,2.2%,97.5%,0.3%,13,13,318,4.1%
146000,881,2928,State-funded primary,209,96,113,45.9%,54.1%,2,1.0%,48,23.0%,31,178,0,14.8%,85.2%,0.0%,25,26,209,12.4%
146001,881,3841,State-funded primary,612,301,311,49.2%,50.8%,16,2.6%,55,9.0%,67,544,1,10.9%,88.9%,0.2%,33,34,612,5.6%
146002,850,2021,State-funded primary,252,117,135,46.4%,53.6%,9,3.6%,32,12.7%,34,218,0,13.5%,86.5%,0.0%,55,57,252,22.6%
146003,383,3044,State-funded primary,196,97,99,49.5%,50.5%,2,1.0%,35,17.9%,2,194,0,1.0%,99.0%,0.0%,22,22,196,11.2%
146004,802,3348,State-funded primary,66,33,33,50.0%,50.0%,1,1.5%,4,6.1%,6,60,0,9.1%,90.9%,0.0%,5,5,66,7.6%
146005,815,2301,State-funded primary,111,46,65,41.4%,58.6%,3,2.7%,13,11.7%,0,111,0,0.0%,100.0%,0.0%,0,0,111,0.0%
146006,815,2422,State-funded primary,96,48,48,50.0%,50.0%,3,3.1%,21,21.9%,1,95,0,1.0%,99.0%,0.0%,24,24,87,27.6%
146007,815,3251,State-funded primary,244,106,138,43.4%,56.6%,5,2.0%,14,5.7%,6,238,0,2.5%,97.5%,0.0%,27,28,244,11.5%
146008,941,2038,State-funded primary,49,20,29,40.8%,59.2%,0,0.0%,3,6.1%,6,43,0,12.2%,87.8%,0.0%,4,4,49,8.2%
146009,941,2131,State-funded primary,187,103,84,55.1%,44.9%,6,3.2%,14,7.5%,9,178,0,4.8%,95.2%,0.0%,18,18,187,9.6%
146010,891,2234,State-funded primary,456,223,233,48.9%,51.1%,4,0.9%,41,9.0%,107,349,0,23.5%,76.5%,0.0%,80,80,415,19.3%
146011,891,2745,State-funded primary,96,50,46,52.1%,47.9%,1,1.0%,7,7.3%,7,89,0,7.3%,92.7%,0.0%,16,15,89,16.9%
146012,373,2309,State-funded primary,243,110,133,45.3%,54.7%,15,6.2%,38,15.6%,7,236,0,2.9%,97.1%,0.0%,25,25,243,10.3%
146013,803,7031,State-funded special school,126,44,82,34.9%,65.1%,126,100.0%,0,0.0%,10,116,0,7.9%,92.1%,0.0%,39,34,104,32.7%
146014,803,7000,State-funded special school,149,45,104,30.2%,69.8%,149,100.0%,0,0.0%,7,142,0,4.7%,95.3%,0.0%,41,42,149,28.2%
146015,882,3327,State-funded primary,421,226,195,53.7%,46.3%,8,1.9%,69,16.4%,174,247,0,41.3%,58.7%,0.0%,83,84,421,20.0%
146016,882,3329,State-funded primary,213,118,95,55.4%,44.6%,7,3.3%,35,16.4%,10,203,0,4.7%,95.3%,0.0%,36,36,213,16.9%
146017,808,2324,State-funded primary,205,107,98,52.2%,47.8%,4,2.0%,20,9.8%,9,196,0,4.4%,95.6%,0.0%,38,35,181,19.3%
146018,808,2020,State-funded primary,128,65,63,50.8%,49.2%,2,1.6%,14,10.9%,5,123,0,3.9%,96.1%,0.0%,12,13,101,12.9%
146019,808,2042,State-funded primary,595,289,306,48.6%,51.4%,7,1.2%,37,6.2%,44,551,0,7.4%,92.6%,0.0%,59,63,519,12.1%
146020,808,2075,State-funded primary,245,122,123,49.8%,50.2%,7,2.9%,25,10.2%,7,238,0,2.9%,97.1%,0.0%,104,96,202,47.5%
146021,935,2069,State-funded primary,509,242,267,47.5%,52.5%,7,1.4%,47,9.2%,6,503,0,1.2%,98.8%,0.0%,79,79,472,16.7%
146022,936,2229,State-funded primary,112,60,52,53.6%,46.4%,1,0.9%,14,12.5%,8,104,0,7.1%,92.9%,0.0%,10,6,85,7.1%
146023,936,2391,State-funded primary,394,210,184,53.3%,46.7%,17,4.3%,64,16.2%,38,356,0,9.6%,90.4%,0.0%,31,31,394,7.9%
146024,936,2961,State-funded primary,190,95,95,50.0%,50.0%,10,5.3%,24,12.6%,10,167,13,5.3%,87.9%,6.8%,19,18,168,10.7%
146025,936,5212,State-funded primary,353,163,190,46.2%,53.8%,31,8.8%,53,15.0%,47,306,0,13.3%,86.7%,0.0%,73,73,353,20.7%
146026,894,2201,State-funded primary,473,215,258,45.5%,54.5%,9,1.9%,54,11.4%,106,365,2,22.4%,77.2%,0.4%,40,40,428,9.3%
146027,885,2187,State-funded primary,165,76,89,46.1%,53.9%,4,2.4%,33,20.0%,2,163,0,1.2%,98.8%,0.0%,26,23,136,16.9%
146028,816,2176,State-funded primary,297,137,160,46.1%,53.9%,7,2.4%,30,10.1%,45,251,1,15.2%,84.5%,0.3%,79,74,268,27.6%
146029,852,2010,State-funded primary,72,32,40,44.4%,55.6%,6,8.3%,5,6.9%,7,65,0,9.7%,90.3%,0.0%,48,48,72,66.7%
146030,888,6115,Independent school,4,4,0,100.0%,0.0%,4,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146031,206,4004,State-funded secondary,833,472,361,56.7%,43.3%,25,3.0%,151,18.1%,82,751,0,9.8%,90.2%,0.0%,174,NA,NA,NA
146034,384,2038,State-funded primary,245,115,130,46.9%,53.1%,7,2.9%,48,19.6%,29,204,12,11.8%,83.3%,4.9%,103,110,245,44.9%
146035,941,2235,State-funded primary,243,126,117,51.9%,48.1%,19,7.8%,28,11.5%,116,127,0,47.7%,52.3%,0.0%,81,81,225,36.0%
146036,846,6026,Independent school,15,14,1,93.3%,6.7%,1,6.7%,14,93.3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146048,825,3043,State-funded primary,175,98,77,56.0%,44.0%,6,3.4%,27,15.4%,10,165,0,5.7%,94.3%,0.0%,24,24,175,13.7%
146049,380,2112,State-funded primary,320,167,153,52.2%,47.8%,11,3.4%,41,12.8%,20,300,0,6.3%,93.8%,0.0%,44,46,320,14.4%
146050,873,2226,State-funded primary,201,90,111,44.8%,55.2%,13,6.5%,31,15.4%,7,194,0,3.5%,96.5%,0.0%,39,39,201,19.4%
146051,908,3715,State-funded primary,120,53,67,44.2%,55.8%,1,0.8%,10,8.3%,1,119,0,0.8%,99.2%,0.0%,20,16,90,17.8%
146052,830,7014,State-funded special school,101,23,78,22.8%,77.2%,101,100.0%,0,0.0%,2,99,0,2.0%,98.0%,0.0%,59,59,101,58.4%
146053,830,7017,State-funded special school,81,23,58,28.4%,71.6%,81,100.0%,0,0.0%,3,78,0,3.7%,96.3%,0.0%,45,44,69,63.8%
146054,830,7019,State-funded special school,113,26,87,23.0%,77.0%,113,100.0%,0,0.0%,6,107,0,5.3%,94.7%,0.0%,45,40,91,44.0%
146055,830,1102,State-funded AP school,113,32,81,28.3%,71.7%,17,15.0%,96,85.0%,1,112,0,0.9%,99.1%,0.0%,74,78,113,69.0%
146056,830,1106,State-funded AP school,15,7,8,46.7%,53.3%,2,13.3%,13,86.7%,1,14,0,6.7%,93.3%,0.0%,9,10,15,66.7%
146057,830,1111,State-funded AP school,228,64,164,28.1%,71.9%,33,14.5%,195,85.5%,2,226,0,0.9%,99.1%,0.0%,162,178,228,78.1%
146058,830,7001,State-funded special school,147,11,136,7.5%,92.5%,147,100.0%,0,0.0%,7,140,0,4.8%,95.2%,0.0%,76,65,125,52.0%
146060,926,3106,State-funded primary,161,93,68,57.8%,42.2%,9,5.6%,15,9.3%,3,158,0,1.9%,98.1%,0.0%,32,33,161,20.5%
146061,926,3141,State-funded primary,184,98,86,53.3%,46.7%,4,2.2%,30,16.3%,3,181,0,1.6%,98.4%,0.0%,38,38,184,20.7%
146062,926,3390,State-funded primary,80,47,33,58.8%,41.3%,2,2.5%,5,6.3%,0,80,0,0.0%,100.0%,0.0%,14,14,80,17.5%
146063,926,4037,State-funded secondary,761,385,376,50.6%,49.4%,17,2.2%,101,13.3%,28,733,0,3.7%,96.3%,0.0%,133,141,761,18.5%
146065,926,2102,State-funded primary,78,33,45,42.3%,57.7%,1,1.3%,10,12.8%,0,78,0,0.0%,100.0%,0.0%,31,31,78,39.7%
146066,802,2285,State-funded primary,623,297,326,47.7%,52.3%,43,6.9%,109,17.5%,32,591,0,5.1%,94.9%,0.0%,147,150,623,24.1%
146067,807,2233,State-funded primary,74,42,32,56.8%,43.2%,1,1.4%,11,14.9%,4,70,0,5.4%,94.6%,0.0%,29,29,66,43.9%
146068,372,3329,State-funded primary,120,61,59,50.8%,49.2%,7,5.8%,15,12.5%,3,117,0,2.5%,97.5%,0.0%,18,18,108,16.7%
146069,933,2030,State-funded primary,38,23,15,60.5%,39.5%,2,5.3%,10,26.3%,1,37,0,2.6%,97.4%,0.0%,9,9,26,34.6%
146070,860,7015,State-funded special school,236,69,167,29.2%,70.8%,236,100.0%,0,0.0%,42,194,0,17.8%,82.2%,0.0%,91,67,168,39.9%
146071,860,7016,State-funded special school,201,48,153,23.9%,76.1%,201,100.0%,0,0.0%,42,159,0,20.9%,79.1%,0.0%,87,87,199,43.7%
146072,935,1108,State-funded AP school,0,0,0,0.0%,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,0,NA,NA,NA
146073,866,2000,State-funded primary,458,222,236,48.5%,51.5%,12,2.6%,45,9.8%,97,361,0,21.2%,78.8%,0.0%,85,86,416,20.7%
146074,885,3332,State-funded primary,208,97,111,46.6%,53.4%,3,1.4%,35,16.8%,4,204,0,1.9%,98.1%,0.0%,28,29,208,13.9%
146075,330,2186,State-funded primary,658,311,347,47.3%,52.7%,15,2.3%,124,18.8%,389,269,0,59.1%,40.9%,0.0%,215,221,607,36.4%
146076,908,2046,State-funded primary,134,61,73,45.5%,54.5%,2,1.5%,15,11.2%,6,128,0,4.5%,95.5%,0.0%,33,33,134,24.6%
146077,908,2047,State-funded primary,250,116,134,46.4%,53.6%,15,6.0%,53,21.2%,8,242,0,3.2%,96.8%,0.0%,105,105,250,42.0%
146078,860,6048,Independent school,11,0,11,0.0%,100.0%,11,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146079,831,2021,State-funded primary,621,302,319,48.6%,51.4%,22,3.5%,87,14.0%,220,401,0,35.4%,64.6%,0.0%,406,384,575,66.8%
146080,831,2022,State-funded primary,638,315,323,49.4%,50.6%,13,2.0%,112,17.6%,201,437,0,31.5%,68.5%,0.0%,264,279,580,48.1%
146081,886,2099,State-funded primary,413,207,206,50.1%,49.9%,11,2.7%,76,18.4%,38,375,0,9.2%,90.8%,0.0%,154,155,378,41.0%
146084,926,2200,State-funded primary,135,67,68,49.6%,50.4%,3,2.2%,15,11.1%,36,93,6,26.7%,68.9%,4.4%,14,15,116,12.9%
146085,860,2033,State-funded primary,230,107,123,46.5%,53.5%,5,2.2%,47,20.4%,29,201,0,12.6%,87.4%,0.0%,48,49,194,25.3%
146086,935,2222,State-funded primary,195,89,106,45.6%,54.4%,8,4.1%,25,12.8%,104,90,1,53.3%,46.2%,0.5%,44,44,195,22.6%
146087,359,4011,State-funded secondary,970,472,498,48.7%,51.3%,45,4.6%,163,16.8%,151,819,0,15.6%,84.4%,0.0%,420,446,970,46.0%
146088,344,2004,State-funded primary,278,146,132,52.5%,47.5%,1,0.4%,26,9.4%,44,234,0,15.8%,84.2%,0.0%,37,40,262,15.3%
146091,865,2044,State-funded primary,179,103,76,57.5%,42.5%,2,1.1%,24,13.4%,8,171,0,4.5%,95.5%,0.0%,20,20,179,11.2%
146093,878,2236,State-funded primary,188,105,83,55.9%,44.1%,4,2.1%,38,20.2%,5,183,0,2.7%,97.3%,0.0%,18,18,188,9.6%
146094,878,4059,State-funded secondary,1416,715,701,50.5%,49.5%,38,2.7%,189,13.3%,55,1357,4,3.9%,95.8%,0.3%,327,331,1416,23.4%
146095,878,2246,State-funded primary,446,240,206,53.8%,46.2%,8,1.8%,100,22.4%,18,428,0,4.0%,96.0%,0.0%,106,101,399,25.3%
146096,878,2204,State-funded primary,154,77,77,50.0%,50.0%,4,2.6%,42,27.3%,10,144,0,6.5%,93.5%,0.0%,68,67,125,53.6%
146097,879,2008,State-funded primary,258,139,119,53.9%,46.1%,4,1.6%,26,10.1%,110,148,0,42.6%,57.4%,0.0%,95,76,204,37.3%
146098,865,2046,State-funded primary,174,81,93,46.6%,53.4%,21,12.1%,34,19.5%,8,166,0,4.6%,95.4%,0.0%,56,56,174,32.2%
146099,830,4010,State-funded secondary,1637,802,835,49.0%,51.0%,23,1.4%,225,13.7%,50,1582,5,3.1%,96.6%,0.3%,477,474,1329,35.7%
146100,209,2004,State-funded primary,174,78,96,44.8%,55.2%,7,4.0%,35,20.1%,50,124,0,28.7%,71.3%,0.0%,71,76,159,47.8%
146101,801,2120,State-funded primary,162,65,97,40.1%,59.9%,2,1.2%,29,17.9%,138,24,0,85.2%,14.8%,0.0%,75,76,162,46.9%
146102,383,2025,State-funded primary,271,130,141,48.0%,52.0%,3,1.1%,66,24.4%,20,251,0,7.4%,92.6%,0.0%,91,92,228,40.4%
146103,931,4013,State-funded secondary,456,233,223,51.1%,48.9%,22,4.8%,117,25.7%,33,422,1,7.2%,92.5%,0.2%,104,118,456,25.9%
146104,831,3542,State-funded primary,379,192,187,50.7%,49.3%,12,3.2%,47,12.4%,266,107,6,70.2%,28.2%,1.6%,71,71,379,18.7%
146105,855,3338,State-funded primary,129,60,69,46.5%,53.5%,2,1.6%,17,13.2%,16,113,0,12.4%,87.6%,0.0%,23,23,129,17.8%
146106,881,3205,State-funded primary,123,62,61,50.4%,49.6%,12,9.8%,20,16.3%,0,123,0,0.0%,100.0%,0.0%,21,29,123,23.6%
146107,334,3300,State-funded primary,234,129,105,55.1%,44.9%,9,3.8%,19,8.1%,27,206,1,11.5%,88.0%,0.4%,17,17,209,8.1%
146108,856,4232,State-funded secondary,1172,1172,0,100.0%,0.0%,13,1.1%,121,10.3%,400,771,1,34.1%,65.8%,0.1%,311,326,1172,27.8%
146109,830,3501,State-funded primary,220,102,118,46.4%,53.6%,5,2.3%,28,12.7%,21,199,0,9.5%,90.5%,0.0%,52,52,220,23.6%
146110,876,7206,State-funded special school,122,31,91,25.4%,74.6%,122,100.0%,0,0.0%,6,116,0,4.9%,95.1%,0.0%,63,63,122,51.6%
146112,815,2217,State-funded primary,194,98,96,50.5%,49.5%,6,3.1%,31,16.0%,5,189,0,2.6%,97.4%,0.0%,60,54,158,34.2%
146113,830,3521,State-funded primary,35,19,16,54.3%,45.7%,1,2.9%,9,25.7%,0,35,0,0.0%,100.0%,0.0%,20,20,35,57.1%
146114,886,2677,State-funded primary,433,220,213,50.8%,49.2%,7,1.6%,44,10.2%,37,396,0,8.5%,91.5%,0.0%,94,95,433,21.9%
146115,340,3362,State-funded primary,242,111,131,45.9%,54.1%,41,16.9%,69,28.5%,18,224,0,7.4%,92.6%,0.0%,122,122,229,53.3%
146116,304,3500,State-funded primary,228,117,111,51.3%,48.7%,4,1.8%,24,10.5%,123,105,0,53.9%,46.1%,0.0%,65,68,228,29.8%
146117,210,5209,State-funded primary,463,232,231,50.1%,49.9%,25,5.4%,83,17.9%,196,267,0,42.3%,57.7%,0.0%,258,236,410,57.6%
146119,830,3513,State-funded primary,185,101,84,54.6%,45.4%,2,1.1%,33,17.8%,18,167,0,9.7%,90.3%,0.0%,15,15,185,8.1%
146120,342,3501,State-funded primary,206,105,101,51.0%,49.0%,7,3.4%,39,18.9%,6,200,0,2.9%,97.1%,0.0%,40,41,206,19.9%
146121,929,7018,State-funded special school,117,33,84,28.2%,71.8%,117,100.0%,0,0.0%,1,116,0,0.9%,99.1%,0.0%,49,45,100,45.0%
146123,919,2130,State-funded primary,437,212,225,48.5%,51.5%,8,1.8%,33,7.6%,130,307,0,29.7%,70.3%,0.0%,35,36,418,8.6%
146124,330,4804,State-funded secondary,1179,572,607,48.5%,51.5%,11,0.9%,164,13.9%,314,865,0,26.6%,73.4%,0.0%,518,501,1049,47.8%
146126,860,3067,State-funded primary,80,42,38,52.5%,47.5%,1,1.3%,6,7.5%,1,79,0,1.3%,98.8%,0.0%,4,4,68,5.9%
146127,314,2008,State-funded primary,409,205,204,50.1%,49.9%,11,2.7%,37,9.0%,79,330,0,19.3%,80.7%,0.0%,48,48,376,12.8%
146128,830,4601,State-funded secondary,426,221,205,51.9%,48.1%,15,3.5%,54,12.7%,34,392,0,8.0%,92.0%,0.0%,103,107,426,25.1%
146129,811,4063,State-funded secondary,699,330,369,47.2%,52.8%,29,4.1%,72,10.3%,15,684,0,2.1%,97.9%,0.0%,133,139,699,19.9%
146130,860,2423,State-funded primary,204,100,104,49.0%,51.0%,5,2.5%,47,23.0%,21,183,0,10.3%,89.7%,0.0%,44,44,204,21.6%
146131,896,2181,State-funded primary,201,91,110,45.3%,54.7%,5,2.5%,20,10.0%,0,201,0,0.0%,100.0%,0.0%,11,12,201,6.0%
146132,830,3504,State-funded primary,69,42,27,60.9%,39.1%,1,1.4%,9,13.0%,0,69,0,0.0%,100.0%,0.0%,15,15,69,21.7%
146133,855,3335,State-funded primary,201,108,93,53.7%,46.3%,2,1.0%,33,16.4%,29,156,16,14.4%,77.6%,8.0%,26,26,201,12.9%
146134,306,2086,State-funded primary,219,101,118,46.1%,53.9%,25,11.4%,23,10.5%,23,195,1,10.5%,89.0%,0.5%,67,74,219,33.8%
146135,851,2654,State-funded primary,171,75,96,43.9%,56.1%,7,4.1%,6,3.5%,15,155,1,8.8%,90.6%,0.6%,46,46,171,26.9%
146136,311,2015,State-funded primary,624,288,336,46.2%,53.8%,33,5.3%,47,7.5%,69,547,8,11.1%,87.7%,1.3%,51,52,596,8.7%
146137,306,3416,State-funded primary,217,94,123,43.3%,56.7%,26,12.0%,42,19.4%,83,134,0,38.2%,61.8%,0.0%,76,83,191,43.5%
146139,881,2660,State-funded primary,126,62,64,49.2%,50.8%,2,1.6%,16,12.7%,6,120,0,4.8%,95.2%,0.0%,19,19,126,15.1%
146140,831,3528,State-funded primary,382,201,181,52.6%,47.4%,3,0.8%,79,20.7%,239,143,0,62.6%,37.4%,0.0%,93,90,352,25.6%
146141,350,3340,State-funded primary,186,91,95,48.9%,51.1%,1,0.5%,32,17.2%,12,174,0,6.5%,93.5%,0.0%,22,22,186,11.8%
146142,881,2178,State-funded primary,413,199,214,48.2%,51.8%,10,2.4%,74,17.9%,42,369,2,10.2%,89.3%,0.5%,154,158,413,38.3%
146143,886,2044,State-funded primary,661,325,336,49.2%,50.8%,11,1.7%,52,7.9%,64,597,0,9.7%,90.3%,0.0%,57,58,661,8.8%
146144,926,4054,State-funded secondary,492,250,242,50.8%,49.2%,17,3.5%,66,13.4%,45,447,0,9.1%,90.9%,0.0%,97,105,492,21.3%
146145,830,3508,State-funded primary,229,118,111,51.5%,48.5%,8,3.5%,24,10.5%,13,216,0,5.7%,94.3%,0.0%,55,55,229,24.0%
146146,893,4403,State-funded secondary,1351,649,702,48.0%,52.0%,22,1.6%,84,6.2%,85,1259,7,6.3%,93.2%,0.5%,252,258,1351,19.1%
146147,856,3423,State-funded primary,226,115,111,50.9%,49.1%,9,4.0%,37,16.4%,139,87,0,61.5%,38.5%,0.0%,29,29,207,14.0%
146148,935,3081,State-funded primary,36,14,22,38.9%,61.1%,2,5.6%,14,38.9%,1,35,0,2.8%,97.2%,0.0%,9,9,36,25.0%
146149,937,3211,State-funded primary,203,101,102,49.8%,50.2%,4,2.0%,28,13.8%,11,192,0,5.4%,94.6%,0.0%,38,38,203,18.7%
146150,866,3462,State-funded primary,470,233,237,49.6%,50.4%,31,6.6%,57,12.1%,108,361,1,23.0%,76.8%,0.2%,65,66,436,15.1%
